,Latitude,Longitude,MedInc,Cluster
2572,40.78,-124.15,3.3984,1
2573,40.81,-124.11,2.5536,1
2574,40.78,-124.13,2.1101,1
2575,40.8,-124.13,2.2478,1
2576,40.79,-124.13,2.8833,1
2577,40.79,-124.13,3.5833,1
2578,40.86,-124.06,3.2216,1
2579,40.85,-124.05,3.5156,1
2580,40.8,-124.02,3.9792,1
2581,40.86,-124.08,1.1157,1
2582,40.86,-124.09,1.1742,1
2583,40.87,-124.09,1.1576,1
2584,40.87,-124.07,2.2138,1
2585,40.87,-124.08,1.1479,1
2586,40.88,-124.09,2.2188,1
2587,40.87,-124.07,0.7684,1
2588,40.88,-124.15,1.725,1
2589,40.88,-124.1,2.0657,1
2590,40.88,-124.09,1.5326,1
2591,40.88,-124.09,2.4321,1
2592,40.9,-124.1,2.7321,1
2593,40.81,-124.23,3.3462,1
2594,40.88,-124.06,2.5667,1
2595,40.66,-123.74,3.0469,1
2596,40.91,-124.08,1.6667,1
2597,41.03,-123.76,2.0644,1
2598,41.32,-123.85,1.0486,1
2599,41.09,-123.72,1.8208,1
2600,41.11,-123.63,1.4911,1
2601,41.3,-123.66,1.8065,1
2602,41.01,-123.52,2.1542,1
2603,41.36,-124.08,2.0156,1
2604,41.13,-124.06,2.4708,1
2605,41.06,-124.14,3.0208,1
2606,41.04,-124.1,1.9741,1
2607,40.97,-124.01,3.5380000000000003,1
2608,40.92,-124.0,2.9485,1
2609,40.89,-124.01,2.4559,1
2610,40.88,-123.98,2.6923,1
2611,40.93,-123.88,3.2891,1
2612,41.02,-124.16,2.1726,1
2613,40.99,-124.08,2.6847,1
2614,40.95,-124.16,3.1406,1
2615,40.95,-124.11,2.96,1
2616,40.95,-124.09,2.5893,1
2617,40.93,-124.11,3.5076,1
2618,40.93,-124.11,2.7639,1
2619,40.94,-124.08,2.3147,1
2620,40.92,-124.09,2.8182,1
2621,40.94,-124.05,5.0329,1
2622,40.95,-124.1,1.8993,1
2623,40.81,-124.07,2.9911,1
2624,40.72,-124.02,3.8095,1
2625,40.73,-124.1,3.9659,1
2626,40.74,-124.17,4.0357,1
2627,40.72,-124.14,2.8446,1
2628,40.67,-124.14,4.2054,1
2629,40.73,-124.19,3.5363,1
2630,40.75,-124.21,1.6528,1
2631,40.69,-124.27,2.5179,1
2632,40.62,-124.18,3.0536,1
2633,40.62,-124.17,2.8958,1
2634,40.62,-124.13,2.5804,1
2635,40.6,-124.16,2.4519,1
2636,40.59,-124.15,2.0938,1
2637,40.6,-124.14,4.025,1
2638,40.59,-124.14,1.5625,1
2639,40.59,-124.14,2.178,1
2640,40.59,-124.05,3.4408,1
2641,40.55,-124.09,2.7644,1
2642,40.57,-123.96,2.3167,1
2643,40.48,-123.73,1.7153,1
2644,40.58,-124.14,2.6987,1
2645,40.57,-124.14,2.1354,1
2646,40.57,-124.11,2.4896,1
2647,40.55,-124.13,3.25,1
2648,40.5,-124.1,2.2357,1
2649,40.5,-124.1,1.7574,1
2650,40.44,-124.09,2.3947,1
2651,40.47,-124.1,3.5345,1
2652,40.45,-124.03,2.6094,1
2653,40.58,-124.26,2.3571,1
2654,40.54,-124.23,3.0806,1
2655,40.54,-124.35,3.0147,1
2656,40.28,-124.25,1.9417,1
2657,40.06,-124.08,2.625,1
2658,40.22,-124.0,1.319,1
2659,40.28,-123.84,2.0962,1
2660,40.24,-123.68,1.725,1
2661,40.16,-123.82,1.2227,1
2662,40.12,-123.82,2.087,1
2663,40.11,-123.75,1.9625,1
2664,40.05,-123.78,2.1864,1
2665,33.12,-115.52,1.8793,0
2666,33.13,-115.52,2.1630000000000003,0
2667,33.12,-115.51,2.101,0
2668,33.19,-115.46,1.0,0
2669,33.24,-115.51,1.6552,0
2670,33.2,-115.6,2.4511,0
2671,33.09,-115.73,2.9,0
2672,33.04,-115.62,2.0463,0
2673,33.04,-115.62,2.2969,0
2674,33.04,-115.6,3.3472,0
2675,32.99,-115.41,3.4038,0
2676,32.96,-115.59,3.1979,0
2677,32.98,-115.52,1.4583,0
2678,32.98,-115.52,2.2054,0
2679,32.99,-115.53,1.7159,0
2680,32.99,-115.51,1.9088,0
2681,32.99,-115.54,1.5372,0
2682,32.98,-115.54,1.9464,0
2683,32.99,-115.54,4.3523,0
2684,32.98,-115.55,3.2593,0
2685,32.97,-115.54,3.0091,0
2686,32.97,-115.53,2.4063,0
2687,32.98,-115.55,5.4349,0
2688,32.96,-115.56,3.8177,0
2689,32.97,-115.53,1.5217,0
2690,32.97,-115.52,1.975,0
2691,32.97,-115.52,1.9911,0
2692,32.82,-115.32,3.6528,0
2693,32.76,-115.39,6.2558,0
2694,32.86,-115.4,3.3182,0
2695,32.81,-115.37,2.3594,0
2696,32.82,-115.37,1.9375,0
2697,32.82,-115.37,3.5735,0
2698,32.82,-115.38,1.9939,0
2699,32.81,-115.38,1.8958,0
2700,32.81,-115.37,1.7604,0
2701,32.85,-115.57,3.2396,0
2702,32.85,-115.57,1.7411,0
2703,32.84,-115.57,1.9531,0
2704,32.83,-115.57,3.5282,0
2705,32.85,-115.59,4.875,0
2706,32.87,-115.6,4.1293,0
2707,32.87,-115.49,3.3583,0
2708,32.8,-115.64,3.1667,0
2709,32.79,-115.69,2.1792,0
2710,32.8,-115.73,2.2083,0
2711,32.75,-115.72,2.0938,0
2712,32.75,-115.64,1.625,0
2713,32.81,-115.58,4.475,0
2714,32.82,-115.55,2.5664,0
2715,32.81,-115.58,3.6597,0
2716,32.8,-115.57,1.7188,0
2717,32.8,-115.57,1.1853,0
2718,32.8,-115.57,1.875,0
2719,32.8,-115.48,2.6172,0
2720,32.77,-115.52,2.2417,0
2721,32.73,-115.53,1.735,0
2722,32.73,-115.52,2.3571,0
2723,32.75,-115.5,3.4107,0
2724,32.8,-115.55,2.1136,0
2725,32.79,-115.55,1.2083,0
2726,32.79,-115.54,1.6607,0
2727,32.79,-115.54,1.275,0
2728,32.79,-115.55,1.6351,0
2729,32.8,-115.57,4.5714,0
2730,32.8,-115.56,2.1979,0
2731,32.8,-115.56,1.5987,0
2732,32.8,-115.56,1.3882,0
2733,32.79,-115.56,1.3373,0
2734,32.78,-115.56,3.2083,0
2735,32.79,-115.56,1.1707,0
2736,32.79,-115.57,1.6667,0
2737,32.78,-115.56,3.0603,0
2738,32.78,-115.56,4.6154,0
2739,32.78,-115.57,5.127999999999999,0
2740,32.78,-115.56,3.1597,0
2741,32.78,-115.55,2.8025,0
2742,32.78,-115.58,5.7843,0
2743,32.79,-115.59,6.3814,0
2744,32.79,-115.58,1.6635,0
2745,32.79,-115.57,3.6042,0
2746,32.78,-115.57,4.0375,0
2747,32.78,-115.57,6.2715,0
2748,32.78,-115.57,4.3021,0
2749,32.76,-115.56,4.4821,0
2750,32.69,-115.59,2.5769,0
2751,32.69,-115.49,1.899,0
2752,32.7,-115.4,1.6838,0
2753,32.67,-115.49,1.375,0
2754,32.67,-115.49,1.4828,0
2755,32.68,-115.48,2.3319,0
2756,32.68,-115.5,1.5931,0
2757,32.67,-115.5,2.1776,0
2758,32.67,-115.49,1.1311,0
2759,32.68,-115.51,2.625,0
2760,32.67,-115.52,2.0625,0
2761,33.33,-116.05,1.7292,0
2762,33.19,-116.0,1.2639,0
2763,32.93,-115.88,4.0208,0
2764,32.74,-116.0,1.4338,0
2765,32.69,-115.9,1.5417,0
2766,33.41,-116.01,2.8684,0
2767,33.4,-115.99,2.0109,0
2768,33.38,-115.94,2.7,0
2769,33.32,-115.98,1.4688,0
2770,33.36,-115.91,0.922,0
2771,33.34,-115.9,1.7857,0
2772,33.3,-115.96,1.125,0
2773,33.28,-115.95,1.8958,0
2774,33.26,-115.8,5.3374,0
2775,33.43,-114.73,0.8964,0
2776,33.07,-114.98,3.1607,0
2777,33.36,-115.73,1.7727,0
2778,33.35,-115.73,1.2132,0
2779,32.79,-114.65,0.8571,0
2780,32.8,-114.55,1.275,0
2781,32.76,-114.63,0.8585,0
2782,32.74,-114.66,1.2049,0
2783,37.35,-118.18,2.1212,0
2784,37.4,-118.43,4.1576,0
2785,37.39,-118.6,3.2132,1
2786,37.25,-118.45,3.0817,0
2787,37.37,-118.45,4.337,0
2788,37.35,-118.42,4.375,0
2789,37.36,-118.42,1.7388,0
2790,37.36,-118.4,1.9722,0
2791,37.37,-118.39,1.8325,0
2792,37.36,-118.39,2.3261,0
2793,37.17,-118.3,2.75,0
2794,36.95,-117.9,1.7292,0
2795,36.94,-118.31,2.325,0
2796,36.64,-118.05,2.0357,0
2797,36.63,-118.18,2.2574,0
2798,36.13,-117.69,1.7868,0
2799,36.4,-117.02,2.1,0
2800,36.0,-116.22,1.1471,0
2801,35.42,-119.02,2.7583,0
2802,35.42,-119.03,2.5703,0
2803,35.42,-119.03,2.6094,0
2804,35.45,-119.03,4.3162,0
2805,35.44,-119.05,3.0268,0
2806,35.44,-119.02,4.0125,0
2807,35.43,-119.02,3.1736,0
2808,35.42,-119.02,2.2727,0
2809,35.42,-119.02,1.8472,0
2810,35.42,-119.02,1.4598,0
2811,35.42,-119.03,1.6286,0
2812,35.41,-119.03,1.7857,0
2813,35.42,-119.04,1.8403,0
2814,35.42,-119.05,2.8393,0
2815,35.42,-119.05,2.325,0
2816,35.41,-119.02,2.0575,0
2817,35.41,-119.02,1.97,0
2818,35.41,-119.03,2.0331,0
2819,35.41,-119.04,3.0625,0
2820,35.41,-119.02,1.3222,0
2821,35.4,-119.03,2.1818,0
2822,35.41,-119.04,1.3587,0
2823,35.42,-119.08,5.5261,0
2824,35.42,-119.07,2.6812,0
2825,35.41,-119.09,5.6235,0
2826,35.42,-119.11,10.0263,0
2827,35.43,-119.09,4.8571,0
2828,35.4,-119.05,3.8611,0
2829,35.39,-119.08,5.575,0
2830,35.4,-119.01,1.7109,0
2831,35.39,-119.01,1.8289,0
2832,35.38,-119.01,1.4427,0
2833,35.39,-119.02,1.3527,0
2834,35.4,-118.99,4.0208,0
2835,35.4,-118.99,3.5714,0
2836,35.4,-119.0,4.3906,0
2837,35.39,-119.0,3.7708,0
2838,35.39,-119.0,2.8295,0
2839,35.41,-118.97,3.996,0
2840,35.4,-118.97,3.1906,0
2841,35.4,-118.98,2.8393,0
2842,35.4,-118.98,2.9821,0
2843,35.4,-118.98,3.4205,0
2844,35.41,-118.98,3.875,0
2845,35.4,-118.96,3.2325,0
2846,35.41,-118.96,2.947,0
2847,35.4,-118.95,3.6875,0
2848,35.4,-118.96,3.5524,0
2849,35.39,-118.96,3.1297,0
2850,35.38,-118.96,3.6734,0
2851,35.38,-118.95,3.5938,0
2852,35.38,-118.96,3.0568,0
2853,35.38,-118.94,3.7533,0
2854,35.38,-118.95,3.725,0
2855,35.38,-118.92,3.8307,0
2856,35.41,-118.95,3.875,0
2857,35.4,-118.94,4.2214,0
2858,35.39,-118.94,5.4592,0
2859,35.39,-118.94,7.7751,0
2860,35.41,-118.9,3.0938,0
2861,35.41,-118.94,6.3639,0
2862,35.4,-118.91,2.569,0
2863,35.37,-118.87,3.5441,0
2864,35.37,-118.91,3.3462,0
2865,35.34,-118.88,2.1111,0
2866,35.37,-118.92,2.4919,0
2867,35.37,-118.93,2.6903,0
2868,35.37,-118.94,2.0643,0
2869,35.37,-118.94,1.8523,0
2870,35.37,-118.95,2.1588,0
2871,35.37,-118.94,2.875,0
2872,35.37,-118.95,1.6728,0
2873,35.37,-118.96,1.7467,0
2874,35.37,-118.96,1.365,0
2875,35.39,-118.97,2.774,0
2876,35.38,-118.97,1.625,0
2877,35.38,-118.98,1.0648,0
2878,35.38,-118.97,0.9951,0
2879,35.37,-118.97,1.8819,0
2880,35.38,-118.97,1.375,0
2881,35.38,-118.99,1.4024,0
2882,35.38,-118.99,1.3451,0
2883,35.39,-118.98,1.4146,0
2884,35.38,-118.98,1.4786,0
2885,35.38,-118.98,1.625,0
2886,35.38,-118.98,0.8639,0
2887,35.39,-118.99,1.6009,0
2888,35.39,-118.99,1.8319,0
2889,35.39,-118.99,2.5083,0
2890,35.39,-118.98,1.1875,0
2891,35.39,-118.98,1.2618,0
2892,35.37,-119.0,2.2212,0
2893,35.37,-118.99,1.4773,0
2894,35.37,-118.99,1.7292,0
2895,35.37,-118.98,1.1638,0
2896,35.37,-118.97,1.4125,0
2897,35.38,-119.01,1.1944,0
2898,35.38,-119.01,1.075,0
2899,35.37,-119.01,1.9125,0
2900,35.37,-119.01,1.4779,0
2901,35.38,-119.02,0.8054,0
2902,35.38,-119.02,1.1875,0
2903,35.39,-119.02,2.0455,0
2904,35.37,-119.01,1.7321,0
2905,35.38,-119.03,3.0,0
2906,35.38,-119.03,2.7312,0
2907,35.37,-119.03,1.6786,0
2908,35.37,-119.04,2.875,0
2909,35.39,-119.03,2.9821,0
2910,35.36,-119.04,1.8362,0
2911,35.36,-119.05,3.6548,0
2912,35.36,-119.05,3.3261,0
2913,35.36,-119.07,4.6705,0
2914,35.36,-119.08,4.5791,0
2915,35.36,-119.06,4.3482,0
2916,35.37,-119.03,2.6513,0
2917,35.36,-119.03,3.9097,0
2918,35.36,-119.04,3.0435,0
2919,35.37,-119.04,2.1818,0
2920,35.37,-119.02,1.7213,0
2921,35.36,-119.02,2.2827,0
2922,35.36,-119.02,2.5062,0
2923,35.36,-119.03,1.9671,0
2924,35.37,-119.01,1.8801,0
2925,35.36,-119.01,1.6797,0
2926,35.36,-119.01,1.2157,0
2927,35.36,-119.01,1.056,0
2928,35.37,-119.01,1.2469,0
2929,35.36,-119.0,0.9407,0
2930,35.36,-119.0,1.25,0
2931,35.35,-119.0,1.4015,0
2932,35.36,-119.0,1.7375,0
2933,35.37,-118.98,0.9675,0
2934,35.36,-118.98,1.6981,0
2935,35.36,-118.98,1.2617,0
2936,35.36,-118.99,1.1136,0
2937,35.36,-118.99,1.2232,0
2938,35.36,-118.94,3.1281,0
2939,35.36,-118.95,2.1078,0
2940,35.37,-118.96,1.9612,0
2941,35.36,-118.96,2.4848,0
2942,35.37,-118.97,1.7197,0
2943,35.36,-118.97,1.5743,0
2944,35.32,-118.95,3.2738,0
2945,35.35,-118.98,1.7614,0
2946,35.35,-118.99,1.6632,0
2947,35.33,-118.99,1.6786,0
2948,35.32,-118.99,0.9288,0
2949,35.35,-119.0,2.2155,0
2950,35.35,-118.99,1.1786,0
2951,35.35,-119.01,2.1875,0
2952,35.34,-119.01,3.0208,0
2953,35.35,-119.02,1.983,0
2954,35.35,-119.01,1.9125,0
2955,35.35,-119.02,2.2407,0
2956,35.34,-119.02,2.3125,0
2957,35.34,-119.03,2.7256,0
2958,35.35,-119.03,2.6875,0
2959,35.35,-119.04,2.5644,0
2960,35.35,-119.04,3.1753,0
2961,35.35,-119.06,2.575,0
2962,35.34,-119.05,2.6637,0
2963,35.33,-119.05,2.9438,0
2964,35.34,-119.05,4.0529,0
2965,35.35,-119.07,2.4123,0
2966,35.34,-119.07,4.8839,0
2967,35.33,-119.12,5.1036,0
2968,35.35,-119.1,4.0327,0
2969,35.34,-119.08,10.5941,0
2970,35.35,-119.08,7.1837,0
2971,35.35,-119.09,8.5325,0
2972,35.34,-119.08,5.4449,0
2973,35.34,-119.08,4.1528,0
2974,35.33,-119.1,6.759,0
2975,35.32,-119.08,5.0012,0
2976,35.33,-119.09,4.997,0
2977,35.32,-119.06,3.569,0
2978,35.33,-119.07,3.406,0
2979,35.33,-119.06,3.8117,0
2980,35.34,-119.02,3.4286,0
2981,35.33,-119.02,2.1553,0
2982,35.33,-119.03,2.7083,0
2983,35.34,-119.03,3.0486,0
2984,35.34,-119.01,1.5625,0
2985,35.33,-119.01,1.5429,0
2986,35.33,-119.0,1.9417,0
2987,35.33,-119.01,2.4234,0
2988,35.33,-119.02,2.75,0
2989,35.34,-119.02,1.5357,0
2990,35.32,-118.99,1.6575,0
2991,35.3,-118.99,2.9402,0
2992,35.31,-119.0,1.6522,0
2993,35.3,-119.09,3.6852,0
2994,35.32,-119.04,1.2,0
2995,35.32,-119.05,3.4827,0
2996,35.31,-119.04,4.1957,0
2997,35.32,-119.03,2.5575,0
2998,35.32,-119.02,3.3529,0
2999,35.3,-119.05,4.0631,0
3000,35.3,-119.03,4.1484,0
3001,35.3,-119.02,3.6369,0
3002,35.32,-119.01,2.596,0
3003,35.31,-119.01,2.1006,0
3004,35.3,-119.01,3.9054,0
3005,35.27,-119.07,2.5804,0
3006,35.22,-119.13,5.1457,0
3007,35.24,-119.01,3.125,0
3008,35.28,-119.01,2.7659,0
3009,35.24,-118.99,2.35,0
3010,35.27,-118.99,1.1528,0
3011,34.82,-118.93,3.5,0
3012,34.83,-118.95,2.9891,0
3013,34.81,-118.95,3.1364,0
3014,34.83,-119.15,4.5724,0
3015,34.95,-119.16,3.0882,0
3016,34.82,-118.93,4.0332,0
3017,35.06,-119.4,2.9187,0
3018,35.07,-119.45,2.6389,0
3019,35.19,-119.42,4.15,0
3020,35.27,-119.5,3.0742,0
3021,35.17,-119.48,3.125,0
3022,35.16,-119.45,2.3912,0
3023,35.17,-119.46,2.8323,0
3024,35.14,-119.46,2.5313,0
3025,35.14,-119.47,3.9929,0
3026,35.15,-119.45,3.1592,0
3027,35.13,-119.45,2.3013,0
3028,35.13,-119.46,2.1955,0
3029,35.13,-119.47,2.9952,0
3030,35.4,-119.47,1.9718,0
3031,35.4,-119.42,2.8452,0
3032,35.41,-119.12,4.4561,0
3033,35.39,-119.11,3.25,0
3034,35.39,-119.12,4.5903,0
3035,35.41,-119.19,4.4125,0
3036,35.37,-119.2,5.3119,0
3037,35.38,-119.12,4.4196,0
3038,35.38,-119.11,2.9453,0
3039,35.37,-119.12,4.8266,0
3040,35.5,-119.18,2.1635,0
3041,35.52,-119.28,2.2321,0
3042,35.49,-119.27,2.3533,0
3043,35.5,-119.26,4.2375,0
3044,35.5,-119.27,2.8269,0
3045,35.51,-119.27,3.2279,0
3046,35.5,-119.28,2.4044,0
3047,35.5,-119.28,1.6944,0
3048,35.5,-119.27,1.7105,0
3049,35.49,-119.38,2.2071,0
3050,35.6,-119.34,2.4961,0
3051,35.55,-119.36,2.7,0
3052,35.58,-119.35,1.1903,0
3053,35.59,-119.34,2.3934,0
3054,35.6,-119.34,1.9362,0
3055,35.6,-119.33,1.4619,0
3056,35.59,-119.35,3.176,0
3057,35.59,-119.33,1.7868,0
3058,35.62,-119.69,2.1186,0
3059,35.65,-119.77,2.6066,0
3060,35.76,-119.14,2.5625,0
3061,35.76,-119.29,2.1295,0
3062,35.64,-119.19,2.6726,0
3063,35.68,-119.24,2.5208,0
3064,35.68,-119.22,1.8843,0
3065,35.67,-119.24,2.0025,0
3066,35.78,-119.25,2.7411,0
3067,35.77,-119.25,1.6786,0
3068,35.76,-119.25,1.6045,0
3069,35.75,-119.25,1.517,0
3070,35.79,-119.25,1.7418,0
3071,35.78,-119.25,2.2981,0
3072,35.78,-119.23,2.1806,0
3073,35.79,-119.23,2.3125,0
3074,35.77,-119.24,1.7813,0
3075,35.77,-119.23,2.4044,0
3076,35.74,-119.23,2.033,0
3077,35.77,-119.23,4.1917,0
3078,35.47,-118.92,6.2885,0
3079,35.44,-119.01,2.5806,0
3080,35.44,-118.93,6.1563,0
3081,35.74,-118.31,1.8419,0
3082,35.68,-118.06,2.25,0
3083,35.75,-118.44,2.6288,0
3084,35.72,-118.47,2.0694,0
3085,35.7,-118.5,1.5957,0
3086,35.72,-118.59,1.4205,0
3087,35.65,-118.87,3.4792,0
3088,35.48,-118.23,1.8369,0
3089,35.64,-118.33,1.5667,0
3090,35.63,-118.41,2.3125,0
3091,35.62,-118.45,1.4141,0
3092,35.64,-118.47,1.3023,0
3093,35.61,-118.48,1.6236,0
3094,35.58,-118.45,1.8819,0
3095,35.47,-118.61,2.5474,0
3096,35.73,-117.73,3.625,0
3097,35.63,-117.66,2.0441,0
3098,35.65,-117.67,2.8,0
3099,35.65,-117.68,3.3269,0
3100,35.65,-117.69,4.0167,0
3101,35.64,-117.7,5.8625,0
3102,35.64,-117.68,5.2043,0
3103,35.64,-117.67,6.1935,0
3104,35.63,-117.67,3.0687,0
3105,35.63,-117.68,6.0653,0
3106,35.63,-117.69,5.5773,0
3107,35.62,-117.7,3.5931,0
3108,35.61,-117.68,3.5988,0
3109,35.6,-117.68,6.0532,0
3110,35.6,-117.7,3.858,0
3111,35.62,-117.68,2.1458,0
3112,35.61,-117.64,4.25,0
3113,35.62,-117.66,4.15,0
3114,35.61,-117.66,4.8494,0
3115,35.6,-117.66,2.5812,0
3116,35.63,-117.76,3.9261,0
3117,35.55,-117.68,5.5551,0
3118,35.65,-117.81,1.8984,0
3119,35.73,-117.87,4.1518,0
3120,35.54,-117.84,5.0762,0
3121,35.65,-117.74,3.1755,0
3122,35.35,-117.84,1.9962,0
3123,35.05,-118.0,3.4015,0
3124,35.03,-117.82,3.3693,0
3125,35.22,-117.76,1.625,0
3126,35.21,-117.79,2.375,0
3127,35.12,-118.01,3.3889,0
3128,35.13,-117.98,3.5391,0
3129,35.13,-117.95,4.25,0
3130,35.08,-117.95,4.875,0
3131,35.1,-117.98,4.5724,0
3132,35.16,-117.99,2.875,0
3133,34.92,-118.27,2.9583,0
3134,34.86,-118.34,2.8097,0
3135,35.03,-117.68,3.4338,0
3136,34.99,-117.68,4.2292,0
3137,35.0,-117.65,1.9107,0
3138,34.86,-118.15,2.6149,0
3139,34.87,-118.17,3.0184,0
3140,34.87,-118.19,5.0553,0
3141,34.86,-118.17,2.7361,0
3142,35.06,-118.15,2.0441,0
3143,35.05,-118.16,2.5875,0
3144,35.05,-118.19,3.7452,0
3145,35.04,-118.15,2.16,0
3146,35.16,-118.51,4.625,0
3147,35.2,-118.66,4.0581,0
3148,35.27,-118.34,2.3917,0
3149,35.14,-118.48,3.6949,0
3150,35.08,-118.61,3.4911,0
3151,34.99,-118.61,3.8917,0
3152,35.13,-118.46,2.6417,0
3153,35.12,-118.46,3.2405,0
3154,35.12,-118.43,3.2632,0
3155,35.13,-118.44,1.7917,0
3156,35.13,-118.44,1.8636,0
3157,35.3,-118.91,2.7845,0
3158,35.26,-118.95,4.0,0
3159,35.27,-118.83,2.6302,0
3160,35.13,-118.92,1.9236,0
3161,35.23,-118.85,1.7656,0
3162,35.23,-118.82,1.9688,0
3163,35.2,-118.83,2.1357,0
3164,35.2,-118.82,2.1136,0
3165,35.2,-118.85,1.9907,0
3166,35.27,-118.91,2.0921,0
3167,35.26,-118.9,1.9066,0
3168,35.26,-118.92,2.0174,0
3169,35.24,-118.91,1.7716,0
3170,36.41,-119.69,2.2885,1
3171,36.44,-119.57,3.4926,1
3172,36.37,-119.55,3.0375,1
3173,36.38,-119.69,3.3214,1
3174,36.37,-119.78,3.1406,1
3175,36.37,-119.83,2.7159,1
3176,36.34,-119.87,2.9167,1
3177,36.32,-119.93,2.0285,1
3178,36.32,-119.79,3.0667,1
3179,36.32,-119.77,3.9926,1
3180,36.31,-119.78,3.1667,1
3181,36.31,-119.77,2.6218,1
3182,36.31,-119.79,2.2937,1
3183,36.3,-119.77,2.1038,1
3184,36.3,-119.78,2.1681,1
3185,36.3,-119.79,4.3438,1
3186,36.29,-119.79,4.2917,1
3187,36.32,-119.82,2.0673,1
3188,36.33,-119.78,3.2386,1
3189,36.27,-119.78,4.5714,1
3190,36.29,-119.8,5.1728,1
3191,36.28,-119.81,3.1071,1
3192,36.34,-119.72,3.2019,1
3193,36.32,-119.72,2.2721,1
3194,36.32,-119.7,2.6477,1
3195,36.31,-119.73,2.8281,1
3196,36.3,-119.7,2.2895,1
3197,36.35,-119.67,4.9432,1
3198,36.37,-119.65,3.5486,1
3199,36.35,-119.65,4.3911,1
3200,36.35,-119.65,2.8788,1
3201,36.35,-119.66,3.1094,1
3202,36.36,-119.64,5.2134,1
3203,36.35,-119.64,3.8108,1
3204,36.35,-119.63,4.2396,1
3205,36.35,-119.62,2.6145,1
3206,36.35,-119.64,2.8125,1
3207,36.34,-119.63,3.5536,1
3208,36.33,-119.63,1.8385,1
3209,36.33,-119.61,3.0139,1
3210,36.32,-119.63,2.2333,1
3211,36.34,-119.66,2.6397,1
3212,36.34,-119.65,1.8529,1
3213,36.34,-119.65,3.0846,1
3214,36.34,-119.64,1.8606,1
3215,36.33,-119.64,1.4524,1
3216,36.33,-119.65,2.3523,1
3217,36.33,-119.65,1.3882,1
3218,36.32,-119.68,1.7596,1
3219,36.33,-119.67,2.9375,1
3220,36.33,-119.66,4.0909,1
3221,36.33,-119.66,1.4194,1
3222,36.32,-119.66,2.3256,1
3223,36.32,-119.68,2.5833,1
3224,36.31,-119.68,2.9936,1
3225,36.3,-119.66,3.3681,1
3226,36.32,-119.65,1.5433,1
3227,36.32,-119.64,1.3569,1
3228,36.3,-119.65,2.3466,1
3229,36.31,-119.64,1.5909,1
3230,36.31,-119.61,1.8839,1
3231,36.27,-119.57,2.625,1
3232,36.25,-119.69,2.395,1
3233,36.18,-119.63,2.4286,1
3234,36.11,-119.59,2.25,0
3235,36.09,-119.57,2.3889,0
3236,36.1,-119.58,1.3967,0
3237,36.1,-119.56,1.5313,0
3238,36.1,-119.56,2.13,0
3239,36.09,-119.56,3.2847,0
3240,36.09,-119.56,1.85,0
3241,36.08,-119.56,1.6607,0
3242,36.11,-119.58,2.2169,0
3243,36.1,-119.57,1.5727,0
3244,36.1,-119.57,3.5313,0
3245,36.1,-119.57,2.0595,0
3246,36.15,-119.74,2.4688,1
3247,36.2,-119.9,1.875,1
3248,36.19,-119.82,2.0221,1
3249,36.09,-119.99,0.4999,1
3250,35.99,-119.96,2.0976,1
3251,36.02,-119.8,3.05,1
3252,36.04,-120.14,2.9708,1
3253,36.01,-120.12,2.2167,1
3254,36.0,-120.14,2.0335,1
3255,35.99,-120.12,2.25,1
3256,35.87,-120.13,2.375,1
3257,35.91,-120.0,3.125,1
3258,39.42,-122.89,0.4999,1
3259,39.23,-122.9,3.9519,1
3260,39.18,-122.91,2.0208,1
3261,39.17,-122.91,4.35,1
3262,39.17,-122.9,2.575,1
3263,39.14,-122.88,2.2188,1
3264,39.12,-123.07,3.8333,1
3265,39.13,-122.95,3.25,1
3266,39.11,-122.89,2.2551,1
3267,39.09,-122.9,1.9141,1
3268,39.08,-122.92,4.0,1
3269,39.1,-122.94,2.8906,1
3270,39.02,-122.99,3.45,1
3271,39.07,-122.91,2.4423,1
3272,39.06,-122.91,1.939,1
3273,39.05,-122.92,3.5652,1
3274,39.05,-122.91,3.2216,1
3275,39.05,-122.92,2.5457,1
3276,39.05,-122.91,3.7667,1
3277,39.03,-122.91,1.3532,1
3278,39.14,-122.7,3.3929,1
3279,39.13,-122.87,1.6369,1
3280,39.08,-122.86,2.0417,1
3281,39.09,-122.83,1.4679,1
3282,39.09,-122.79,1.625,1
3283,39.08,-122.8,1.4676,1
3284,39.08,-122.79,1.5208,1
3285,39.05,-122.78,2.6181,1
3286,39.09,-122.53,1.3,1
3287,39.04,-122.69,2.7639,1
3288,39.04,-122.73,1.9833,1
3289,39.02,-122.69,2.1094,1
3290,39.03,-122.66,1.165,1
3291,39.02,-122.66,1.7446,1
3292,39.0,-122.7,2.3125,1
3293,38.99,-122.7,2.3558,1
3294,38.99,-122.65,1.8571,1
3295,38.99,-122.52,1.6607,1
3296,38.98,-122.68,2.1838,1
3297,38.97,-122.65,1.1912,1
3298,38.96,-122.63,1.75,1
3299,38.95,-122.62,1.6865,1
3300,38.94,-122.62,2.3179,1
3301,38.93,-122.61,4.3897,1
3302,38.93,-122.6,1.4767,1
3303,38.96,-122.62,2.0577,1
3304,38.96,-122.63,2.3083,1
3305,38.96,-122.65,1.6769,1
3306,38.96,-122.64,1.7273,1
3307,38.95,-122.64,1.2029,1
3308,38.95,-122.63,1.7083,1
3309,38.94,-122.63,1.7566,1
3310,38.94,-122.63,1.125,1
3311,38.94,-122.62,1.5455,1
